Run;Alias;Assay Type;BioProject;BioSample;Center Name;Consent;DATASTORE filetype;DATASTORE provider;DATASTORE region;Description;ENA_checklist;ENA-FIRST-PUBLIC (run);ENA-LAST-UPDATE (run);Experiment;INSDC_center_alias;INSDC_center_name;INSDC_first_public;INSDC_last_update;INSDC_status;Instrument;Lane;Library Name;LibraryLayout;LibrarySelection;LibrarySource;Organism;Platform;pooled;ReleaseDate;sample_code;Sample Name;sample_name;SRA_accession;SRA Study;template_concentration;title;AvgSpotLen;Bases;Bytes
ERR567446;kkennedy_illumina-bias_72;AMPLICON;PRJEB6592;SAMEA2661527;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526435;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;S3;SAMEA2661527;ERS510741;ERS510741;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;14259812;7108050
ERR567447;kkennedy_illumina-bias_73;AMPLICON;PRJEB6592;SAMEA2661528;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi;ena,gs.US,ncbi.public;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526436;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;S3;SAMEA2661528;ERS510742;ERS510742;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;14077586;7064222
ERR567448;kkennedy_illumina-bias_74;AMPLICON;PRJEB6592;SAMEA2661529;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526437;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;S3;SAMEA2661529;ERS510743;ERS510743;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;21563410;10795150
ERR567449;kkennedy_illumina-bias_75;AMPLICON;PRJEB6592;SAMEA2661530;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526438;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;S3;SAMEA2661530;ERS510744;ERS510744;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;13750282;6916402
ERR567450;kkennedy_illumina-bias_76;AMPLICON;PRJEB6592;SAMEA2661531;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526439;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;S3;SAMEA2661531;ERS510745;ERS510745;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;44180518;22241707
ERR567451;kkennedy_illumina-bias_77;AMPLICON;PRJEB6592;SAMEA2661532;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526440;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;S3;SAMEA2661532;ERS510746;ERS510746;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;2380986;1244429
ERR567452;kkennedy_illumina-bias_78;AMPLICON;PRJEB6592;SAMEA2661533;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526441;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;S3;SAMEA2661533;ERS510747;ERS510747;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;16059984;8081971
ERR567453;kkennedy_illumina-bias_79;AMPLICON;PRJEB6592;SAMEA2661534;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526442;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;S3;SAMEA2661534;ERS510748;ERS510748;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;3425146;1763250
ERR567454;kkennedy_illumina-bias_80;AMPLICON;PRJEB6592;SAMEA2661535;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526443;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;SX;SAMEA2661535;ERS510749;ERS510749;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;27630582;13911801
ERR567455;kkennedy_illumina-bias_81;AMPLICON;PRJEB6592;SAMEA2661536;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526444;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;SX;SAMEA2661536;ERS510750;ERS510750;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;74032450;37411374
ERR567456;kkennedy_illumina-bias_82;AMPLICON;PRJEB6592;SAMEA2661537;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526445;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;SX;SAMEA2661537;ERS510751;ERS510751;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;27074868;13679969
ERR567457;kkennedy_illumina-bias_83;AMPLICON;PRJEB6592;SAMEA2661538;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526446;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;SX;SAMEA2661538;ERS510752;ERS510752;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;14286920;7226373
ERR567458;kkennedy_illumina-bias_84;AMPLICON;PRJEB6592;SAMEA2661539;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526447;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;SX;SAMEA2661539;ERS510753;ERS510753;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;14095156;7136516
ERR567459;kkennedy_illumina-bias_85;AMPLICON;PRJEB6592;SAMEA2661540;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526448;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;SX;SAMEA2661540;ERS510754;ERS510754;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;10508868;5356027
ERR567460;kkennedy_illumina-bias_86;AMPLICON;PRJEB6592;SAMEA2661541;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526449;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;SX;SAMEA2661541;ERS510755;ERS510755;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;21443432;10714859
ERR567461;kkennedy_illumina-bias_87;AMPLICON;PRJEB6592;SAMEA2661542;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526450;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;SX;SAMEA2661542;ERS510756;ERS510756;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;27502572;13704463
ERR567462;kkennedy_illumina-bias_88;AMPLICON;PRJEB6592;SAMEA2661543;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526451;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;SX;SAMEA2661543;ERS510757;ERS510757;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;18308442;9290874
ERR567463;kkennedy_illumina-bias_89;AMPLICON;PRJEB6592;SAMEA2661544;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526452;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;SX;SAMEA2661544;ERS510758;ERS510758;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;19421376;9788009
ERR567464;kkennedy_illumina-bias_90;AMPLICON;PRJEB6592;SAMEA2661545;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526453;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;SX;SAMEA2661545;ERS510759;ERS510759;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;18240170;9271802
ERR567465;kkennedy_illumina-bias_91;AMPLICON;PRJEB6592;SAMEA2661546;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526454;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;SX;SAMEA2661546;ERS510760;ERS510760;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;15361702;7848326
ERR567466;kkennedy_illumina-bias_96;AMPLICON;PRJEB6592;SAMEA2661547;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526455;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;S1;SAMEA2661547;ERS510761;ERS510761;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;11927520;5740465
ERR567467;kkennedy_illumina-bias_97;AMPLICON;PRJEB6592;SAMEA2661548;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526456;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;S1;SAMEA2661548;ERS510762;ERS510762;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;15661396;7516720
ERR567468;kkennedy_illumina-bias_98;AMPLICON;PRJEB6592;SAMEA2661549;UNIVERSITY OF WATERLOO;public;fastq;ena;ena;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526457;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;S1;SAMEA2661549;ERS510763;ERS510763;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;;;
ERR567469;kkennedy_illumina-bias_99;AMPLICON;PRJEB6592;SAMEA2661550;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526458;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;S1;SAMEA2661550;ERS510764;ERS510764;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;14628280;7031414
ERR567470;kkennedy_illumina-bias_100;AMPLICON;PRJEB6592;SAMEA2661551;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526459;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;S1;SAMEA2661551;ERS510765;ERS510765;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;16005266;7697194
ERR567471;kkennedy_illumina-bias_101;AMPLICON;PRJEB6592;SAMEA2661552;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526460;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;S1;SAMEA2661552;ERS510766;ERS510766;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;10272426;5062247
ERR567472;kkennedy_illumina-bias_102;AMPLICON;PRJEB6592;SAMEA2661553;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526461;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;S1;SAMEA2661553;ERS510767;ERS510767;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;12501306;6117014
ERR567473;kkennedy_illumina-bias_103;AMPLICON;PRJEB6592;SAMEA2661554;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526462;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;S1;SAMEA2661554;ERS510768;ERS510768;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;10261382;5066495
ERR567474;kkennedy_illumina-bias_104;AMPLICON;PRJEB6592;SAMEA2661555;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526463;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;S1;SAMEA2661555;ERS510769;ERS510769;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;10498828;5198743
ERR567475;kkennedy_illumina-bias_105;AMPLICON;PRJEB6592;SAMEA2661556;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526464;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;S1;SAMEA2661556;ERS510770;ERS510770;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;8812108;4398552
ERR567476;kkennedy_illumina-bias_106;AMPLICON;PRJEB6592;SAMEA2661557;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526465;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;6TD;SAMEA2661557;ERS510771;ERS510771;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;16331064;8314359
ERR567477;kkennedy_illumina-bias_107;AMPLICON;PRJEB6592;SAMEA2661558;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526466;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;6TD;SAMEA2661558;ERS510772;ERS510772;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;19703500;9983585
ERR567478;kkennedy_illumina-bias_108;AMPLICON;PRJEB6592;SAMEA2661559;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526467;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;6TD;SAMEA2661559;ERS510773;ERS510773;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;21463010;10740761
ERR567479;kkennedy_illumina-bias_109;AMPLICON;PRJEB6592;SAMEA2661560;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526468;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;6TD;SAMEA2661560;ERS510774;ERS510774;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;17599618;8793195
ERR567480;kkennedy_illumina-bias_110;AMPLICON;PRJEB6592;SAMEA2661561;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526469;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;6TD;SAMEA2661561;ERS510775;ERS510775;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;23648718;11832989
ERR567481;kkennedy_illumina-bias_111;AMPLICON;PRJEB6592;SAMEA2661562;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526470;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;6TD;SAMEA2661562;ERS510776;ERS510776;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;7420062;3907740
ERR567482;kkennedy_illumina-bias_112;AMPLICON;PRJEB6592;SAMEA2661563;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526471;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:31Z;public;Illumina MiSeq;2;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;6TD;SAMEA2661563;ERS510777;ERS510777;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;10030964;5222577
